Time,HOT WATER LOOP:SPACE1-1 ZONE COIL:Design Water Volume Flow Rate [m3/s],HOT WATER LOOP:SPACE2-1 ZONE COIL:Design Water Volume Flow Rate [m3/s],HOT WATER LOOP:SPACE3-1 ZONE COIL:Design Water Volume Flow Rate [m3/s],HOT WATER LOOP:SPACE4-1 ZONE COIL:Design Water Volume Flow Rate [m3/s],HOT WATER LOOP:SPACE5-1 ZONE COIL:Design Water Volume Flow Rate [m3/s],HOT WATER LOOP:OA HEATING COIL 1:Design Water Volume Flow Rate [m3/s],HOT WATER LOOP:MAIN HEATING COIL 1:Design Water Volume Flow Rate [m3/s]
12:30:00,8.602473E-05,4.352677E-05,1.003277E-04,3.712584E-05,8.449996E-05,1.496724E-04,8.080032E-05
12:45:00,8.602473E-05,4.352677E-05,1.003277E-04,3.712584E-05,8.449996E-05,1.496724E-04,8.080032E-05
13:00:00,8.602473E-05,4.352677E-05,1.003277E-04,3.712584E-05,8.449996E-05,1.496724E-04,8.080032E-05
13:15:00,8.602473E-05,4.352677E-05,1.003277E-04,3.712584E-05,8.449996E-05,1.496724E-04,8.080032E-05
13:30:00,8.602473E-05,4.352677E-05,1.003277E-04,3.712584E-05,8.449996E-05,1.496724E-04,8.080032E-05
13:45:00,8.602473E-05,4.352677E-05,1.003277E-04,3.712584E-05,8.449996E-05,1.496724E-04,8.080032E-05
14:00:00,8.602473E-05,4.352677E-05,1.003277E-04,3.712584E-05,8.449996E-05,1.496724E-04,8.080032E-05
14:15:00,8.602473E-05,4.352677E-05,1.003277E-04,3.712584E-05,8.449996E-05,1.496724E-04,8.080032E-05
14:30:00,8.602473E-05,4.352677E-05,1.003277E-04,3.712584E-05,8.449996E-05,1.496724E-04,8.080032E-05
14:45:00,8.602473E-05,4.352677E-05,1.003277E-04,3.712584E-05,8.449996E-05,1.496724E-04,8.080032E-05
15:00:00,8.602473E-05,4.352677E-05,1.003277E-04,3.712584E-05,8.449996E-05,1.496724E-04,8.080032E-05
15:15:00,8.602473E-05,4.352677E-05,1.003277E-04,3.712584E-05,8.449996E-05,1.496724E-04,8.080032E-05
15:30:00,8.602473E-05,4.352677E-05,1.003277E-04,3.712584E-05,8.449996E-05,1.496724E-04,8.080032E-05
15:45:00,8.602473E-05,4.352677E-05,1.003277E-04,3.712584E-05,8.449996E-05,1.496724E-04,8.080032E-05
16:00:00,8.602473E-05,4.352677E-05,1.003277E-04,3.712584E-05,8.449996E-05,1.496724E-04,8.080032E-05
16:15:00,8.602473E-05,4.352677E-05,1.003277E-04,3.712584E-05,8.449996E-05,1.496724E-04,8.080032E-05
16:30:00,8.602473E-05,4.352677E-05,1.003277E-04,3.712584E-05,8.449996E-05,1.496724E-04,8.080032E-05
16:45:00,8.602473E-05,4.352677E-05,1.003277E-04,3.712584E-05,8.449996E-05,1.496724E-04,8.080032E-05
17:00:00,8.602473E-05,4.352677E-05,1.003277E-04,3.712584E-05,8.449996E-05,1.496724E-04,8.080032E-05
17:15:00,8.602473E-05,4.352677E-05,1.003277E-04,3.712584E-05,8.449996E-05,1.496724E-04,8.080032E-05
17:30:00,8.602473E-05,4.352677E-05,1.003277E-04,3.712584E-05,8.449996E-05,1.496724E-04,8.080032E-05
17:45:00,8.602473E-05,4.352677E-05,1.003277E-04,3.712584E-05,8.449996E-05,1.496724E-04,8.080032E-05
18:00:00,8.602473E-05,4.352677E-05,1.003277E-04,3.712584E-05,8.449996E-05,1.496724E-04,8.080032E-05
18:15:00,8.602473E-05,4.352677E-05,1.003277E-04,3.712584E-05,8.449996E-05,1.496724E-04,8.080032E-05
18:30:00,8.602473E-05,4.352677E-05,1.003277E-04,3.712584E-05,8.449996E-05,1.496724E-04,8.080032E-05
18:45:00,8.602473E-05,4.352677E-05,1.003277E-04,3.712584E-05,8.449996E-05,1.496724E-04,8.080032E-05
19:00:00,8.602473E-05,4.352677E-05,1.003277E-04,3.712584E-05,8.449996E-05,1.496724E-04,8.080032E-05
19:15:00,8.602473E-05,4.352677E-05,1.003277E-04,3.712584E-05,8.449996E-05,1.496724E-04,8.080032E-05
19:30:00,8.602473E-05,4.352677E-05,1.003277E-04,3.712584E-05,8.449996E-05,1.496724E-04,8.080032E-05
19:45:00,8.602473E-05,4.352677E-05,1.003277E-04,3.712584E-05,8.449996E-05,1.496724E-04,8.080032E-05
20:00:00,8.602473E-05,4.352677E-05,1.003277E-04,3.712584E-05,8.449996E-05,1.496724E-04,8.080032E-05
20:15:00,8.602473E-05,4.352677E-05,1.003277E-04,3.712584E-05,8.449996E-05,1.496724E-04,8.080032E-05
20:30:00,8.602473E-05,4.352677E-05,1.003277E-04,3.712584E-05,8.449996E-05,1.496724E-04,8.080032E-05
20:45:00,8.602473E-05,4.352677E-05,1.003277E-04,3.712584E-05,8.449996E-05,1.496724E-04,8.080032E-05
21:00:00,8.602473E-05,4.352677E-05,1.003277E-04,3.712584E-05,8.449996E-05,1.496724E-04,8.080032E-05
21:15:00,8.602473E-05,4.352677E-05,1.003277E-04,3.712584E-05,8.449996E-05,1.496724E-04,8.080032E-05
21:30:00,8.602473E-05,4.352677E-05,1.003277E-04,3.712584E-05,8.449996E-05,1.496724E-04,8.080032E-05
21:45:00,8.602473E-05,4.352677E-05,1.003277E-04,3.712584E-05,8.449996E-05,1.496724E-04,8.080032E-05
22:00:00,8.602473E-05,4.352677E-05,1.003277E-04,3.712584E-05,8.449996E-05,1.496724E-04,8.080032E-05
22:15:00,8.602473E-05,4.352677E-05,1.003277E-04,3.712584E-05,8.449996E-05,1.496724E-04,8.080032E-05
22:30:00,8.602473E-05,4.352677E-05,1.003277E-04,3.712584E-05,8.449996E-05,1.496724E-04,8.080032E-05
22:45:00,8.602473E-05,4.352677E-05,1.003277E-04,3.712584E-05,8.449996E-05,1.496724E-04,8.080032E-05
23:00:00,8.602473E-05,4.352677E-05,1.003277E-04,3.712584E-05,8.449996E-05,1.496724E-04,8.080032E-05
23:15:00,8.602473E-05,4.352677E-05,1.003277E-04,3.712584E-05,8.449996E-05,1.496724E-04,8.080032E-05
23:30:00,8.602473E-05,4.352677E-05,1.003277E-04,3.712584E-05,8.449996E-05,1.496724E-04,8.080032E-05
23:45:00,8.602473E-05,4.352677E-05,1.003277E-04,3.712584E-05,8.449996E-05,1.496724E-04,8.080032E-05
24:00:00,8.602473E-05,4.352677E-05,1.003277E-04,3.712584E-05,8.449996E-05,1.496724E-04,8.080032E-05

Time,CHILLED WATER LOOP:OA COOLING COIL 1:Design Water Volume Flow Rate [m3/s],CHILLED WATER LOOP:MAIN COOLING COIL 1:Design Water Volume Flow Rate [m3/s]
00:15:00,4.173802E-04,2.690039E-04
00:30:00,4.173802E-04,2.690039E-04
00:45:00,4.173802E-04,2.690039E-04
01:00:00,4.173802E-04,2.690039E-04
01:15:00,4.173802E-04,2.690039E-04
01:30:00,4.173802E-04,2.690039E-04
01:45:00,4.173802E-04,2.690039E-04
02:00:00,4.173802E-04,2.690039E-04
02:15:00,4.173802E-04,2.690039E-04
02:30:00,4.173802E-04,2.690039E-04
02:45:00,4.173802E-04,2.690039E-04
03:00:00,4.173802E-04,2.690039E-04
03:15:00,4.173802E-04,2.690039E-04
03:30:00,4.173802E-04,2.690039E-04
03:45:00,4.173802E-04,2.690039E-04
04:00:00,4.173802E-04,2.690039E-04
04:15:00,4.173802E-04,2.690039E-04
04:30:00,4.173802E-04,2.690039E-04
04:45:00,4.173802E-04,2.690039E-04
05:00:00,4.173802E-04,2.690039E-04
05:15:00,4.173802E-04,2.690039E-04
05:30:00,4.173802E-04,2.690039E-04
05:45:00,4.173802E-04,2.690039E-04
06:00:00,4.173802E-04,2.690039E-04
06:15:00,4.173802E-04,2.690039E-04
06:30:00,4.173802E-04,2.690039E-04
06:45:00,4.173802E-04,2.690039E-04
07:00:00,4.173802E-04,2.690039E-04
07:15:00,4.173802E-04,2.690039E-04
07:30:00,4.173802E-04,2.690039E-04
07:45:00,4.173802E-04,2.690039E-04
08:00:00,4.442412E-04,2.863159E-04
08:15:00,5.450871E-04,3.513116E-04
08:30:00,6.376411E-04,4.109632E-04
08:45:00,7.324289E-04,4.720545E-04
09:00:00,8.218293E-04,5.296735E-04
09:15:00,9.340792E-04,6.020192E-04
09:30:00,1.058577E-03,6.822586E-04
09:45:00,1.149036E-03,7.405601E-04
10:00:00,1.245197E-03,8.025362E-04
10:15:00,1.265665E-03,8.157281E-04
10:30:00,1.278398E-03,8.239344E-04
10:45:00,1.286157E-03,8.289355E-04
11:00:00,1.290278E-03,8.315913E-04
11:15:00,1.269406E-03,8.181394E-04
11:30:00,1.245161E-03,8.025132E-04
11:45:00,1.218936E-03,7.856111E-04
12:00:00,1.191939E-03,7.682113E-04
12:15:00,1.143962E-03,7.372899E-04
12:30:00,1.096261E-03,7.065465E-04
12:45:00,1.049765E-03,6.765792E-04
13:00:00,1.005509E-03,6.480563E-04
13:15:00,1.043738E-03,6.726949E-04
13:30:00,1.088149E-03,7.013180E-04
13:45:00,1.137768E-03,7.332977E-04
14:00:00,1.191015E-03,7.676158E-04
14:15:00,1.216604E-03,7.841078E-04
14:30:00,1.243421E-03,8.013920E-04
14:45:00,1.270871E-03,8.190831E-04
15:00:00,1.298668E-03,8.369984E-04
15:15:00,1.304952E-03,8.410488E-04
15:30:00,1.308848E-03,8.435599E-04
15:45:00,1.310218E-03,8.444430E-04
16:00:00,1.308878E-03,8.435793E-04
16:15:00,1.292473E-03,8.330061E-04
16:30:00,1.272822E-03,8.203405E-04
16:45:00,1.249254E-03,8.051513E-04
17:00:00,1.221961E-03,7.875603E-04
17:15:00,1.215519E-03,7.834088E-04
17:30:00,1.205403E-03,7.768888E-04
17:45:00,1.191623E-03,7.680077E-04
18:00:00,1.173088E-03,7.560616E-04
18:15:00,1.066576E-03,6.874141E-04
18:30:00,9.475916E-04,6.107280E-04
18:45:00,8.154738E-04,5.255774E-04
19:00:00,6.712014E-04,4.325930E-04
19:15:00,5.543009E-04,3.572500E-04
19:30:00,4.688506E-04,3.021768E-04
19:45:00,4.234477E-04,2.729144E-04
20:00:00,4.173802E-04,2.690039E-04
20:15:00,4.173802E-04,2.690039E-04
20:30:00,4.173802E-04,2.690039E-04
20:45:00,4.173802E-04,2.690039E-04
21:00:00,4.173802E-04,2.690039E-04
21:15:00,4.173802E-04,2.690039E-04
21:30:00,4.173802E-04,2.690039E-04
21:45:00,4.173802E-04,2.690039E-04
22:00:00,4.173802E-04,2.690039E-04
22:15:00,4.173802E-04,2.690039E-04
22:30:00,4.173802E-04,2.690039E-04
22:45:00,4.173802E-04,2.690039E-04
23:00:00,4.173802E-04,2.690039E-04
23:15:00,4.173802E-04,2.690039E-04
23:30:00,4.173802E-04,2.690039E-04
23:45:00,4.173802E-04,2.690039E-04
24:00:00,4.173802E-04,2.690039E-04

